date,y5y
2019-06-28,2.0485
2019-07-01,2.0549
2019-07-02,2.0099
2019-07-03,1.9988
2019-07-05,2.0224
2019-07-08,2.0487
2019-07-09,2.0588
2019-07-10,2.0812
2019-07-11,2.0886
2019-07-12,2.1123
2019-07-15,2.1164
2019-07-16,2.1356
2019-07-17,2.0936
2019-07-18,2.09
2019-07-19,2.1166
2019-07-22,2.0918
2019-07-23,2.1225
2019-07-24,2.1517
2019-07-25,2.1176
2019-07-26,2.115
2019-07-29,2.083
2019-07-30,2.0923
2019-07-31,2.105
2019-08-01,2.0256
2019-08-02,2.0087
2019-08-05,1.9725
2019-08-06,1.9875
2019-08-07,2.0223
2019-08-08,2.0036
2019-08-09,2.0007
2019-08-12,1.955
2019-08-13,1.9624
2019-08-14,1.9098
2019-08-15,1.8988
2019-08-16,1.91
2019-08-19,1.9137
2019-08-20,1.9038
2019-08-21,1.8726
2019-08-22,1.8833
2019-08-23,1.8877
2019-08-26,1.9149
2019-08-27,1.9148
2019-08-28,1.985
2019-08-29,1.9851
2019-08-30,1.9924
2019-09-03,1.9174
2019-09-04,1.923
2019-09-05,1.9586
2019-09-06,1.9461
2019-09-09,1.9736
2019-09-10,1.9636
2019-09-11,1.9687
2019-09-12,2.0086
2019-09-13,2.0417
2019-09-16,2.0492
2019-09-17,2.0401
2019-09-18,1.9825
2019-09-19,1.932
2019-09-20,1.9874
2019-09-23,1.9735
2019-09-24,1.9337
2019-09-25,1.962
2019-09-26,1.932
2019-09-27,1.9007
2019-09-30,1.9432
2019-10-01,1.9115
2019-10-02,1.8963
2019-10-03,1.8798
2019-10-04,1.9066
2019-10-07,1.9237
2019-10-08,1.8849
2019-10-09,1.8999
2019-10-10,1.9224
2019-10-11,1.9427
